chrom	start	end	rDHS	cCRE_type	gene_id	strand
chr1	12407389	12407716	EH38E2787115	dELS		
chr1	12407924	12408227	EH38E2787116	dELS		
chr1	12408652	12408917	EH38E2787117	dELS		
chr1	12409676	12410004	EH38E2787118	dELS		
chr1	12428380	12428653	EH38E3954804	dELS		
chr1	12433548	12433857	EH38E2787132	dELS		
chr1	12433861	12434094	EH38E3954805	dELS		
chr1	12434221	12434565	EH38E2787133	dELS		
chr1	12435667	12436015	EH38E2787135	dELS		
chr1	12436062	12436289	EH38E2787136	dELS		
chr1	12436308	12436621	EH38E1319704	dELS		
chr1	12437008	12437311	EH38E1319705	dELS		
chr1	12437523	12437693	EH38E1319706	dELS		
chr1	12437721	12437929	EH38E1319707	dELS		
chr1	12438480	12438818	EH38E1319709	dELS		
chr1	12445347	12445673	EH38E1319718	dELS		
chr1	12447898	12448244	EH38E2787142	dELS		
chr1	12448367	12448599	EH38E2787143	dELS		
chr1	12448813	12449163	EH38E2787144	dELS		
chr1	12449290	12449462	EH38E1319724	dELS		
chr1	12449475	12449821	EH38E2787145	dELS		
chr1	12451309	12451606	EH38E1319729	dELS		
chr1	12453361	12453696	EH38E2787148	dELS		
chr1	12453742	12453908	EH38E2787149	dELS		
chr1	12454045	12454218	EH38E2787150	dELS		
chr1	12454240	12454421	EH38E2787151	dELS		
chr1	12454509	12454660	EH38E2787152	dELS		
chr1	12454790	12455127	EH38E2787153	dELS		
chr1	12460880	12461088	EH38E2787158	dELS		
chr1	12461198	12461536	EH38E1319743	dELS		
chr1	12462497	12462702	EH38E2787160	dELS		
chr1	12462704	12462863	EH38E1319746	dELS		
chr1	12466910	12467084	EH38E2787167	dELS		
chr1	12467269	12467459	EH38E2787168	dELS		
chr1	12472181	12472478	EH38E2787172	dELS		
chr1	12472517	12472802	EH38E1319759	dELS		
chr1	12472823	12473172	EH38E2787173	dELS		
chr1	12473254	12473603	EH38E2787174	dELS		
chr1	12473660	12473828	EH38E3954811	dELS		
chr1	12473920	12474261	EH38E1319763	dELS		
chr1	12475090	12475438	EH38E2787175	dELS		
chr1	12475575	12475907	EH38E2787176	dELS		
chr1	12476065	12476402	EH38E1319767	dELS		
chr1	12477450	12477620	EH38E2787177	dELS		
chr1	12477810	12478160	EH38E3954813	dELS		
chr1	12478217	12478562	EH38E2787178	dELS		
chr1	12478608	12478861	EH38E2787179	dELS		
chr1	12479119	12479382	EH38E2787180	dELS		
chr1	12480756	12481106	EH38E1319775	dELS		
chr1	12481108	12481284	EH38E2787182	dELS		
chr1	12481662	12481961	EH38E2787183	dELS		
chr1	12481976	12482323	EH38E2787184	dELS		
chr1	12495740	12496031	EH38E2787198	dELS		
chr1	12496381	12496546	EH38E2787199	dELS		
chr1	12496548	12496751	EH38E2787200	dELS		
chr1	12496794	12496968	EH38E2787201	dELS		
chr1	12496988	12497283	EH38E2787202	dELS		
chr1	12497403	12497676	EH38E2787203	dELS		
chr1	12510264	12510576	EH38E1319811	dELS		
chr1	12510710	12511060	EH38E1319812	dELS		
chr1	12512071	12512406	EH38E2787220	dELS		
chr1	12528344	12528689	EH38E2787233	dELS		
chr1	12528757	12529012	EH38E3954822	dELS		
chr1	12529067	12529367	EH38E1319831	dELS		
chr1	12529395	12529743	EH38E2787235	dELS		
chr1	12531458	12531649	EH38E2787236	dELS		
chr1	12537327	12537593	EH38E2787240	dELS		
chr1	12541253	12541506	EH38E3954829	dELS		
chr1	12541576	12541926	EH38E2787247	dELS		
chr1	12542000	12542219	EH38E2787248	dELS		
chr1	12542400	12542564	EH38E1319845	dELS		
chr1	12549092	12549424	EH38E2787258	dELS		
chr1	12549570	12549845	EH38E2787259	dELS		
chr1	12549867	12550212	EH38E2787260	dELS		
chr1	12588241	12588587	EH38E2787299	dELS		
chr1	12591300	12591649	EH38E2787301	dELS		
chr1	12601285	12601579	EH38E0070245	dELS		
chr1	12601970	12602304	EH38E2787321	dELS		
chr1	12603773	12604036	EH38E2787323	dELS		
chr1	12604175	12604331	EH38E2787324	dELS		
chr1	12604343	12604690	EH38E1319910	dELS		
chr1	12614837	12615011	EH38E2787333	dELS		
chr1	12615201	12615508	EH38E3954855	dELS		
chr1	12615582	12615929	EH38E2787335	dELS		
chr1	12616019	12616354	EH38E2787336	dELS		
chr1	12618008	12618194	EH38E3954857	PLS	ENSG00000162496.9	
chr1	12618229	12618569	EH38E1319933	PLS	ENSG00000288927.1	
chr1	12618996	12619345	EH38E2787341	PLS	ENSG00000272482.1	
chr1	12656209	12656373	EH38E2787367	dELS		
chr1	12656450	12656625	EH38E2787368	dELS		
chr1	12657311	12657479	EH38E2787369	dELS		
chr1	12657556	12657903	EH38E2787370	dELS		
chr1	12810699	12810872	EH38E2787414	dELS		
chr1	12810888	12811204	EH38E2787415	dELS		
chr1	13749126	13749475	EH38E3955015	PLS	ENSG00000116731.23	+
chr1	14422208	14422476	EH38E2787853	dELS		
chr1	14435337	14435528	EH38E2787855	dELS		
chr1	14435558	14435900	EH38E2787856	dELS		
chr1	14436242	14436411	EH38E1320641	dELS		
chr1	14436631	14436981	EH38E3955186	dELS		
chr1	14437010	14437348	EH38E2787857	dELS		
chr1	14437364	14437570	EH38E2787858	dELS		
chr1	14437574	14437924	EH38E1320644	dELS		
chr1	14777636	14777970	EH38E2788016	PLS	ENSG00000287756.1	-
chr1	14780007	14780224	EH38E2788020	dELS		
chr1	14780338	14780688	EH38E1320907	dELS		
chr1	14782874	14783068	EH38E2788021	dELS		
chr1	14783192	14783529	EH38E2788022	dELS		
chr1	14783591	14783895	EH38E2788023	dELS		
chr1	14784060	14784405	EH38E2788024	dELS		
chr1	14784744	14785016	EH38E1320911	dELS		
chr1	14785216	14785517	EH38E2788025	dELS		
chr1	14881991	14882341	EH38E1320975	dELS		
chr1	14923955	14924304	EH38E2788101	PLS	ENSG00000189337.17	+
chr1	14933869	14934050	EH38E2788117	dELS		
chr1	14940016	14940305	EH38E1321042	dELS		
chr1	14996166	14996515	EH38E2788176	dELS		
chr1	14996711	14996956	EH38E1321101	dELS		
chr1	15152419	15152768	EH38E2788302	PLS	ENSG00000171729.14	+
chr1	15152419	15152768	EH38E2788302	PLS	ENSG00000175147.13	-
chr1	15153496	15153846	EH38E1321222	PLS	ENSG00000171729.14	+
chr1	15153496	15153846	EH38E1321222	PLS	ENSG00000175147.13	-
chr1	15290384	15290729	EH38E2788448	dELS		
chr1	15323050	15323349	EH38E2788465	dELS		
chr1	15346007	15346164	EH38E2788489	dELS		
chr1	15346396	15346723	EH38E1321429	dELS		
chr1	15346767	15346917	EH38E2788490	dELS		
chr1	15409347	15409697	EH38E2788547	PLS	ENSG00000228140.2	
chr1	15409739	15409989	EH38E2788548	PLS	ENSG00000142634.13	+
chr1	15416047	15416281	EH38E2788562	dELS		
chr1	15416290	15416476	EH38E2788563	dELS		
chr1	15416599	15416818	EH38E2788564	dELS		
chr1	15423286	15423618	EH38E2788574	dELS		
chr1	15424212	15424478	EH38E2788576	dELS		
chr1	15515068	15515273	EH38E1321610	dELS		
chr1	15524041	15524271	EH38E2788677	PLS	ENSG00000132906.18	-
chr1	15524316	15524636	EH38E2788678	PLS	ENSG00000132906.18	-
chr1	15526543	15526893	EH38E2788685	PLS	ENSG00000116138.13	+
chr1	15544097	15544384	EH38E1321637	dELS		
chr1	15603475	15603816	EH38E2788726	PLS	ENSG00000237301.1	
chr1	15617246	15617596	EH38E2788735	PLS	ENSG00000197312.12	
chr1	15620167	15620517	EH38E1321692	dELS		
chr1	15622828	15623054	EH38E2788739	dELS		
chr1	15627575	15627921	EH38E2788747	dELS		
chr1	15628037	15628385	EH38E1321712	dELS		
chr1	15684167	15684514	EH38E2788781	PLS	ENSG00000116786.13	
chr1	15692373	15692639	EH38E2788791	dELS		
chr1	15794722	15795072	EH38E3955596	dELS		
chr1	15795136	15795476	EH38E1321871	dELS		
chr1	15795499	15795789	EH38E3955597	dELS		
chr1	15796470	15796693	EH38E3955599	dELS		
chr1	15831962	15832263	EH38E2788940	dELS		
chr1	15832493	15832742	EH38E2788941	dELS		
chr1	15833071	15833343	EH38E2788943	dELS		
chr1	15833346	15833649	EH38E2788944	dELS		
chr1	15834339	15834689	EH38E1321910	dELS		
chr1	15834823	15835159	EH38E2788946	dELS		
chr1	15835400	15835554	EH38E1321912	dELS		
chr1	15835799	15836148	EH38E2788947	dELS		
chr1	15836238	15836389	EH38E2788948	dELS		
chr1	15836786	15836941	EH38E2788950	dELS		
chr1	15847468	15847818	EH38E2788960	PLS	ENSG00000065526.12	
chr1	15848140	15848351	EH38E2788961	PLS	ENSG00000179743.4	
chr1	15850014	15850324	EH38E1321935	dELS		
chr1	15850482	15850755	EH38E2788966	dELS		
chr1	15851282	15851607	EH38E2788968	dELS		
chr1	15856918	15857265	EH38E2788972	dELS		
chr1	15885723	15886049	EH38E2788989	dELS		
chr1	15886283	15886633	EH38E2788990	dELS		
chr1	15893255	15893578	EH38E2788997	dELS		
chr1	15897826	15898137	EH38E2789003	dELS		
chr1	15948962	15949118	EH38E1322008	dELS		
chr1	15949127	15949463	EH38E1322009	dELS		
chr1	15949610	15949958	EH38E2789049	dELS		
chr1	15949974	15950189	EH38E2789050	dELS		
chr1	15950817	15951167	EH38E2789052	dELS		
chr1	15951315	15951575	EH38E2789053	dELS		
chr1	15951719	15952060	EH38E1322016	dELS		
chr1	15952301	15952511	EH38E1322017	dELS		
chr1	15952520	15952687	EH38E2789054	dELS		
chr1	15952771	15953119	EH38E2789055	dELS		
chr1	15953340	15953580	EH38E2789056	dELS		
chr1	15953638	15953936	EH38E1322021	dELS		
chr1	15953966	15954185	EH38E1322022	dELS		
chr1	15956275	15956519	EH38E1322024	dELS		
chr1	15975870	15976220	EH38E2789078	PLS	ENSG00000116809.12	-
chr1	16010127	16010440	EH38E1322066	dELS		
chr1	16012348	16012674	EH38E2789106	dELS		
chr1	16012698	16012925	EH38E2789107	dELS		
chr1	16012951	16013251	EH38E1322071	dELS		
chr1	16013272	16013496	EH38E2789108	dELS		
chr1	16013578	16013811	EH38E2789109	dELS		
chr1	16013924	16014088	EH38E2789110	dELS		
chr1	16014119	16014312	EH38E1322074	dELS		
chr1	16014355	16014574	EH38E1322075	dELS		
chr1	16014726	16014971	EH38E2789111	dELS		
chr1	16014982	16015219	EH38E2789112	dELS		
chr1	16048488	16048830	EH38E2789161	PLS	ENSG00000184908.20	+
chr1	16048855	16049037	EH38E2789162	PLS	ENSG00000184908.20	+
chr1	16052843	16052996	EH38E2789166	dELS		
chr1	16054101	16054451	EH38E1322107	dELS		
chr1	16054547	16054803	EH38E3955689	dELS		
chr1	16055640	16055978	EH38E2789167	dELS		
chr1	16056104	16056450	EH38E2789168	dELS		
chr1	16073469	16073806	EH38E2789195	PLS	ENSG00000185519.9	-
chr1	16140878	16141221	EH38E1322192	dELS		
chr1	16141284	16141515	EH38E2789283	dELS		
chr1	16143563	16143782	EH38E2789286	dELS		
chr1	16143858	16144118	EH38E2789287	dELS		
chr1	16144213	16144417	EH38E1322198	dELS		
chr1	16144581	16144928	EH38E3955738	dELS		
chr1	16145137	16145483	EH38E2789290	dELS		
chr1	16145592	16145938	EH38E2789291	dELS		
chr1	16145963	16146294	EH38E2789292	dELS		
chr1	16146312	16146660	EH38E2789293	dELS		
chr1	16146704	16146866	EH38E2789294	dELS		
chr1	16146877	16147180	EH38E1322206	dELS		
chr1	16147377	16147571	EH38E2789295	dELS		
chr1	16162173	16162348	EH38E2789323	dELS		
chr1	16162367	16162710	EH38E2789324	dELS		
chr1	16162723	16163073	EH38E3955755	dELS		
chr1	16164261	16164609	EH38E1322239	dELS		
chr1	16167387	16167679	EH38E2789326	dELS		
chr1	16167744	16168093	EH38E2789327	dELS		
chr1	16172001	16172162	EH38E2789333	dELS		
chr1	16172278	16172567	EH38E1322252	dELS		
chr1	16173166	16173474	EH38E2789334	dELS		
chr1	16173546	16173894	EH38E2789335	dELS		
chr1	16205936	16206211	EH38E2789385	dELS		
chr1	16206253	16206424	EH38E2789386	dELS		
chr1	16206545	16206895	EH38E1322296	dELS		
chr1	16206903	16207167	EH38E2789387	dELS		
chr1	16207510	16207830	EH38E2789388	dELS		
chr1	16208373	16208723	EH38E2789390	dELS		
chr1	16217344	16217693	EH38E2789397	PLS	ENSG00000237276.9	
chr1	16237016	16237365	EH38E2789422	PLS	ENSG00000132881.12	-
chr1	16247049	16247311	EH38E1322338	dELS		
chr1	16248704	16249052	EH38E1322342	dELS		
chr1	16352350	16352700	EH38E1322411	PLS	ENSG00000037637.11	-
chr1	16366936	16367286	EH38E2789497	PLS	ENSG00000055070.17	+
chr1	16440477	16440827	EH38E2789542	PLS	ENSG00000157191.20	+
chr1	16442945	16443278	EH38E2789546	dELS		
chr1	16444048	16444395	EH38E2789548	dELS		
chr1	16445064	16445411	EH38E2789550	dELS		
chr1	16499089	16499439	EH38E2789578	PLS	ENSG00000080947.15	
chr1	16514220	16514570	EH38E3955850	PLS	ENSG00000206652.1	-
chr1	16514589	16514833	EH38E1322522	PLS	ENSG00000261135.1	
chr1	16545913	16546069	EH38E1322534	dELS		
chr1	16613398	16613748	EH38E3955878	PLS	ENSG00000219481.11	-
chr1	16642979	16643320	EH38E3955913	PLS	ENSG00000283773.1	-
chr1	16645340	16645690	EH38E2789702	PLS	ENSG00000186301.8	+
chr1	16645721	16645915	EH38E3955915	PLS	ENSG00000186301.8	+
chr1	16895673	16895997	EH38E3955988	PLS	ENSG00000207005.1	+
chr1	16904745	16905095	EH38E2789830	PLS	ENSG00000272426.1	
chr1	17011450	17011772	EH38E2789956	PLS	ENSG00000288636.1	-
chr1	17011827	17012177	EH38E2789957	PLS	ENSG00000159363.19	-
chr1	17053991	17054341	EH38E2789991	PLS	ENSG00000117118.10	
chr1	17192761	17193054	EH38E2790123	dELS		
chr1	17348168	17348391	EH38E2790249	dELS		
chr1	17348391	17348737	EH38E2790250	dELS		
chr1	17359219	17359400	EH38E1323105	dELS		
chr1	17359828	17360144	EH38E2790259	dELS		
chr1	17360235	17360555	EH38E2790260	dELS		
chr1	17438430	17438780	EH38E2790314	PLS	ENSG00000179051.14	-
chr1	17439647	17439997	EH38E2790316	PLS	ENSG00000179051.14	-
chr1	17487833	17488183	EH38E2790345	dELS		
chr1	17489013	17489356	EH38E1323211	dELS		
chr1	18412855	18413187	EH38E1323827	dELS		
chr1	18414934	18415162	EH38E2790865	dELS		
chr1	18415571	18415798	EH38E2790866	dELS		
chr1	18807352	18807698	EH38E2791056	dELS		
chr1	18807866	18808047	EH38E2791057	dELS		
chr1	18808292	18808491	EH38E2791058	dELS		
chr1	18902481	18902656	EH38E2791118	PLS	ENSG00000159423.17	-
chr1	18907091	18907422	EH38E1324104	dELS		
chr1	18907480	18907821	EH38E1324105	dELS		
chr1	18907974	18908321	EH38E1324106	dELS		
chr1	18908382	18908727	EH38E1324107	dELS		
chr1	18909063	18909289	EH38E2791125	dELS		
chr1	18909293	18909569	EH38E2791126	dELS		
chr1	18909587	18909863	EH38E1324110	dELS		
chr1	18956665	18957015	EH38E1324186	PLS	ENSG00000169991.11	-
chr1	19112964	19113310	EH38E2791338	dELS		
chr1	19113420	19113686	EH38E2791339	dELS		
chr1	19169692	19170019	EH38E1324362	dELS		
chr1	19170297	19170487	EH38E3956819	dELS		
chr1	19179657	19179890	EH38E2791364	dELS		
chr1	19179907	19180255	EH38E2791365	dELS		
chr1	19207915	19208115	EH38E1324396	dELS		
chr1	19210190	19210540	EH38E2791384	PLS	ENSG00000127481.15	-
chr1	19210190	19210540	EH38E2791384	PLS	ENSG00000230424.2	
chr1	19251415	19251753	EH38E2791403	PLS	ENSG00000127463.16	-
chr1	19312034	19312384	EH38E2791447	PLS	ENSG00000040487.13	+
chr1	19312034	19312384	EH38E2791447	PLS	ENSG00000053371.13	
chr1	19312408	19312592	EH38E2791448	PLS	ENSG00000040487.13	+
chr1	19315539	19315888	EH38E2791453	dELS		
chr1	19316524	19316811	EH38E2791455	dELS		
chr1	19325325	19325549	EH38E2791461	dELS		
chr1	19325577	19325923	EH38E1324486	dELS		
chr1	19326064	19326372	EH38E1324487	dELS		
chr1	19391011	19391318	EH38E1324564	dELS		
chr1	19391342	19391500	EH38E3956877	dELS		
chr1	19407767	19408113	EH38E2791543	dELS		
chr1	19408231	19408492	EH38E1324588	dELS		
chr1	19468401	19468743	EH38E2791603	dELS		
chr1	19469176	19469337	EH38E2791605	dELS		
chr1	19469447	19469701	EH38E2791606	dELS		
chr1	19469849	19470064	EH38E1324674	dELS		
chr1	19485469	19485818	EH38E2791624	PLS	ENSG00000077549.19	-
chr1	19596744	19597093	EH38E2791684	PLS	ENSG00000158747.15	+
chr1	19596744	19597093	EH38E2791684	PLS	ENSG00000173436.15	+
chr1	19596744	19597093	EH38E2791684	PLS	ENSG00000235185.1	
chr1	19596744	19597093	EH38E2791684	PLS	ENSG00000270136.6	+
chr1	19597149	19597309	EH38E2791685	PLS	ENSG00000270136.6	+
chr1	19613318	19613637	EH38E1324778	dELS		
chr1	19644060	19644408	EH38E2791719	PLS	ENSG00000158747.15	+
chr1	19799590	19799937	EH38E2791855	PLS	ENSG00000162542.14	-
chr1	19800013	19800193	EH38E2791856	PLS	ENSG00000162542.14	-
chr1	19882176	19882526	EH38E2791899	PLS	ENSG00000169914.6	+
chr1	20183563	20183715	EH38E3957056	dELS		
chr1	20185905	20186172	EH38E2792045	PLS	ENSG00000162543.6	+
chr1	20186382	20186729	EH38E2792046	PLS	ENSG00000187980.7	-
chr1	20188399	20188685	EH38E1325204	dELS		
chr1	20189204	20189405	EH38E3957062	dELS		
chr1	20198990	20199333	EH38E2792058	dELS		
chr1	20486127	20486475	EH38E2792238	PLS	ENSG00000162545.6	-
chr1	20507974	20508321	EH38E2792256	PLS	ENSG00000090432.7	-
chr1	20633253	20633603	EH38E2792336	PLS	ENSG00000158828.8	+
chr1	20633639	20633793	EH38E1325549	PLS	ENSG00000284005.1	+
chr1	20661330	20661680	EH38E2792356	PLS	ENSG00000244038.11	-
chr1	20717449	20717622	EH38E3957235	PLS	ENSG00000117245.13	-
chr1	20717881	20718230	EH38E2792418	PLS	ENSG00000117245.13	-
chr1	20786625	20786974	EH38E2792475	PLS	ENSG00000127483.19	-
chr1	20787217	20787514	EH38E2792477	PLS	ENSG00000127483.19	-
chr1	21022293	21022642	EH38E2792566	dELS		
chr1	21022644	21022808	EH38E2792567	dELS		
chr1	21022813	21023017	EH38E2792568	dELS		
chr1	21025003	21025351	EH38E1325790	dELS		
chr1	21027785	21028133	EH38E2792573	dELS		
chr1	21176783	21177132	EH38E2792655	PLS	ENSG00000075151.24	-
chr1	21176783	21177132	EH38E2792655	PLS	ENSG00000287192.1	+
chr1	21177172	21177399	EH38E3957300	PLS	ENSG00000075151.24	-
chr1	21261432	21261782	EH38E3957327	dELS		
chr1	21261868	21262217	EH38E1325955	dELS		
chr1	21262267	21262617	EH38E1325956	dELS		
chr1	21262775	21263121	EH38E2792710	dELS		
chr1	21324322	21324515	EH38E1326044	dELS		
chr1	21324544	21324893	EH38E2792797	dELS		
chr1	21324914	21325075	EH38E2792798	dELS		
chr1	21345388	21345736	EH38E2792842	PLS	ENSG00000117298.16	-
chr1	21389809	21390154	EH38E2792868	dELS		
chr1	21392677	21392966	EH38E2792869	dELS		
chr1	21439916	21440266	EH38E2792883	PLS	ENSG00000142794.19	+
chr1	21453968	21454311	EH38E2792890	dELS		
chr1	21607253	21607527	EH38E2793012	dELS		
chr1	21607551	21607744	EH38E2793013	dELS		
chr1	21607813	21608162	EH38E2793014	dELS		
chr1	21608219	21608555	EH38E3957429	dELS		
chr1	21608837	21609049	EH38E1326265	dELS		
chr1	21609081	21609431	EH38E3957430	dELS		
chr1	21612156	21612341	EH38E1326267	dELS		
chr1	21613072	21613403	EH38E1326268	dELS		
chr1	21613457	21613677	EH38E2793018	dELS		
chr1	21615944	21616271	EH38E2793020	dELS		
chr1	21616407	21616752	EH38E2793021	dELS		
chr1	21622443	21622780	EH38E2793032	PLS	ENSG00000076864.21	-
chr1	21631953	21632126	EH38E2793048	dELS		
chr1	21632184	21632534	EH38E2793049	dELS		
chr1	21632540	21632890	EH38E3957434	dELS		
chr1	21633322	21633634	EH38E2793050	dELS		
chr1	21638737	21639070	EH38E2793059	dELS		
chr1	21639083	21639327	EH38E2793060	dELS		
chr1	21639724	21640066	EH38E3957436	dELS		
chr1	21651731	21652072	EH38E2793079	PLS	ENSG00000076864.21	-
chr1	21669264	21669516	EH38E2793114	PLS	ENSG00000076864.21	-
chr1	21671330	21671518	EH38E2793119	dELS		
chr1	21673188	21673339	EH38E2793124	dELS		
chr1	21673379	21673727	EH38E1326356	dELS		
chr1	21675684	21675994	EH38E3957452	dELS		
chr1	21676012	21676331	EH38E1326359	dELS		
chr1	21676361	21676711	EH38E2793126	dELS		
chr1	21687237	21687421	EH38E2793132	dELS		
chr1	21687757	21688107	EH38E2793133	dELS		
chr1	21703424	21703585	EH38E2793137	dELS		
chr1	21703633	21703961	EH38E1326377	dELS		
chr1	21749870	21750220	EH38E2793156	dELS		
chr1	21779345	21779510	EH38E2793179	dELS		
chr1	21779793	21780141	EH38E1326447	dELS		
chr1	21780190	21780538	EH38E1326448	dELS		
chr1	21782786	21782949	EH38E2793184	PLS	ENSG00000090686.16	-
chr1	21783040	21783390	EH38E2793185	PLS	ENSG00000090686.16	-
chr1	21783466	21783815	EH38E2793186	PLS	ENSG00000090686.16	-
chr1	21785477	21785742	EH38E2793190	dELS		
chr1	21786008	21786291	EH38E1326460	dELS		
chr1	21791170	21791520	EH38E3957481	dELS		
chr1	21791534	21791883	EH38E2793192	dELS		
chr1	21792067	21792389	EH38E2793193	dELS		
chr1	21794702	21795000	EH38E2793194	dELS		
chr1	21795141	21795300	EH38E2793195	dELS		
chr1	21853155	21853381	EH38E1326497	dELS		
chr1	21865858	21866197	EH38E2793255	dELS		
chr1	21866330	21866680	EH38E2793256	dELS		
chr1	21866750	21867000	EH38E2793257	dELS		
chr1	21886877	21887205	EH38E1326520	dELS		
chr1	21896777	21897127	EH38E2793303	dELS		
chr1	21897288	21897636	EH38E1326529	dELS		
chr1	21902550	21902891	EH38E2793309	dELS		
chr1	21903748	21903923	EH38E2793310	dELS		
chr1	21904016	21904169	EH38E2793311	dELS		
chr1	21904238	21904439	EH38E1326541	dELS		
chr1	21904595	21904915	EH38E2793312	dELS		
chr1	21904936	21905280	EH38E1326543	dELS		
chr1	21905388	21905738	EH38E3957531	dELS		
chr1	21910009	21910358	EH38E1326552	dELS		
chr1	21911221	21911570	EH38E2793319	dELS		
chr1	21911694	21911925	EH38E1326556	dELS		
chr1	21916830	21917178	EH38E2793329	dELS		
chr1	21920178	21920498	EH38E1326571	dELS		
chr1	21920570	21920824	EH38E1326572	dELS		
chr1	21920837	21921043	EH38E2793333	dELS		
chr1	21921060	21921370	EH38E1326574	dELS		
chr1	21923461	21923642	EH38E2793339	dELS		
chr1	21924690	21925030	EH38E1326581	dELS		
chr1	21932161	21932479	EH38E1326595	dELS		
chr1	21933791	21934140	EH38E1326598	dELS		
chr1	21934186	21934395	EH38E2793350	dELS		
chr1	21937256	21937606	EH38E2793357	PLS	ENSG00000142798.20	-
chr1	22019070	22019411	EH38E1326679	dELS		
chr1	22024417	22024760	EH38E2793465	PLS	ENSG00000218510.9	+
chr1	22024968	22025316	EH38E2793466	PLS	ENSG00000289694.1	+
chr1	22025316	22025542	EH38E3957561	PLS	ENSG00000218510.9	+
chr1	22025316	22025542	EH38E3957561	PLS	ENSG00000228397.3	
chr1	22025316	22025542	EH38E3957561	PLS	ENSG00000289694.1	+
chr1	22025557	22025758	EH38E3957562	PLS	ENSG00000218510.9	+
chr1	22039581	22039741	EH38E2793480	dELS		
chr1	22039830	22040180	EH38E2793481	dELS		
chr1	22040363	22040526	EH38E2793482	dELS		
chr1	22048352	22048674	EH38E2793489	dELS		
chr1	22048678	22048989	EH38E2793490	dELS		
chr1	22049012	22049362	EH38E3957573	dELS		
chr1	22052484	22052833	EH38E2793495	PLS	ENSG00000070831.18	+
chr1	22052948	22053099	EH38E3957576	PLS	ENSG00000070831.18	+
chr1	22053446	22053794	EH38E2793498	PLS	ENSG00000070831.18	+
chr1	22121861	22122062	EH38E2793548	dELS		
chr1	22285273	22285513	EH38E3957650	dELS		
chr1	22285624	22285973	EH38E2793685	dELS		
chr1	22286083	22286390	EH38E2793686	dELS		
chr1	22363383	22363732	EH38E1326956	dELS		
chr1	22451680	22452026	EH38E2793782	PLS	ENSG00000184677.18	+
chr1	22454618	22454780	EH38E1327029	dELS		
chr1	23018735	23019068	EH38E2794171	PLS	ENSG00000227868.7	-
chr1	23019256	23019605	EH38E1327456	PLS	ENSG00000004487.18	+
chr1	23103402	23103710	EH38E1327522	dELS		
chr1	23114423	23114753	EH38E1327532	dELS		
chr1	23115134	23115482	EH38E2794205	dELS		
chr1	23116266	23116565	EH38E2794206	dELS		
chr1	23116663	23116864	EH38E2794207	dELS		
chr1	23119218	23119555	EH38E1327538	dELS		
chr1	23119865	23120214	EH38E1327539	dELS		
chr1	23167800	23168089	EH38E2794236	PLS	ENSG00000289014.1	
chr1	23168691	23169034	EH38E2794239	PLS	ENSG00000169641.14	
chr1	23177696	23178046	EH38E2794247	PLS	ENSG00000169641.14	
chr1	23344344	23344693	EH38E2794320	PLS	ENSG00000125944.21	
chr1	23368228	23368578	EH38E2794334	PLS	ENSG00000125945.15	
chr1	23368754	23369104	EH38E1327717	PLS	ENSG00000249087.8	
chr1	23369107	23369261	EH38E3957987	PLS	ENSG00000249087.8	
chr1	23369285	23369487	EH38E1327718	PLS	ENSG00000249087.8	
chr1	23369543	23369744	EH38E2794336	PLS	ENSG00000125945.15	
chr1	23369756	23370077	EH38E2794337	PLS	ENSG00000125945.15	
chr1	23384810	23385061	EH38E2794351	dELS		
chr1	23421769	23422113	EH38E1327776	dELS		
chr1	23422394	23422735	EH38E2794384	dELS		
chr1	23479002	23479327	EH38E2794432	dELS		
